Location;Means of Transportation;TimeFrame;DataFormat;Data;Fips
Flatbush/Midwood;Work at Home;2013;Percent;0,04658;314
Flatbush/Midwood;Walking;2013;Percent;0,09395;314
Flatbush/Midwood;Public Transit;2013;Percent;0,60641;314
Flatbush/Midwood;Driving Alone;2013;Percent;0,19157;314
Flatbush/Midwood;Carpool, Taxi, Other;2013;Percent;0,04801;314
Flatbush/Midwood;Bicycle;2013;Percent;0,01349;314
Flushing;Work at Home;2013;Percent;0,02798;407
Flushing;Walking;2013;Percent;0,08482;407
Flushing;Public Transit;2013;Percent;0,37482;407
Flushing;Driving Alone;2013;Percent;0,36314;407
Flushing;Carpool, Taxi, Other;2013;Percent;0,14672;407
Flushing;Bicycle;2013;Percent;0,00253;407
Fort Greene/Brooklyn Hts;Work at Home;2013;Percent;0,08372;302
Fort Greene/Brooklyn Hts;Walking;2013;Percent;0,08797;302
Fort Greene/Brooklyn Hts;Public Transit;2013;Percent;0,70521;302
Fort Greene/Brooklyn Hts;Driving Alone;2013;Percent;0,06441;302
Fort Greene/Brooklyn Hts;Carpool, Taxi, Other;2013;Percent;0,03095;302
Fort Greene/Brooklyn Hts;Bicycle;2013;Percent;0,02774;302
Fresh Meadows/Briarwood;Bicycle;2013;Percent;0,00143;408
Fresh Meadows/Briarwood;Carpool, Taxi, Other;2013;Percent;0,10965;408
Fresh Meadows/Briarwood;Driving Alone;2013;Percent;0,35166;408
Fresh Meadows/Briarwood;Public Transit;2013;Percent;0,45384;408
Fresh Meadows/Briarwood;Walking;2013;Percent;0,06184;408
Fresh Meadows/Briarwood;Work at Home;2013;Percent;0,02158;408
Greenwich Village;Work at Home;2013;Percent;0,07171;102
Greenwich Village;Walking;2013;Percent;0,2394;102
Greenwich Village;Public Transit;2013;Percent;0,57231;102
Greenwich Village;Driving Alone;2013;Percent;0,03495;102
Greenwich Village;Carpool, Taxi, Other;2013;Percent;0,05827;102
Greenwich Village;Bicycle;2013;Percent;0,02337;102
Howard Beach;Bicycle;2013;Percent;0,00051;410
Howard Beach;Carpool, Taxi, Other;2013;Percent;0,08393;410
Howard Beach;Driving Alone;2013;Percent;0,41118;410
Howard Beach;Public Transit;2013;Percent;0,43813;410
Howard Beach;Walking;2013;Percent;0,04575;410
Howard Beach;Work at Home;2013;Percent;0,02049;410
Hunts Point;Bicycle;2013;Percent;0,00952;202
Hunts Point;Carpool, Taxi, Other;2013;Percent;0,03167;202
Hunts Point;Driving Alone;2013;Percent;0,10524;202
Hunts Point;Public Transit;2013;Percent;0,6996;202
Hunts Point;Walking;2013;Percent;0,10524;202
Hunts Point;Work at Home;2013;Percent;0,04873;202
Jackson Heights;Work at Home;2013;Percent;0,00873;403
Jackson Heights;Walking;2013;Percent;0,07362;403
Jackson Heights;Public Transit;2013;Percent;0,65411;403
Jackson Heights;Driving Alone;2013;Percent;0,19023;403
Jackson Heights;Carpool, Taxi, Other;2013;Percent;0,05312;403
Jackson Heights;Bicycle;2013;Percent;0,02019;403
Jamaica/St. Albans;Bicycle;2013;Percent;0;412
Jamaica/St. Albans;Carpool, Taxi, Other;2013;Percent;0,06434;412
Jamaica/St. Albans;Driving Alone;2013;Percent;0,36409;412
Jamaica/St. Albans;Public Transit;2013;Percent;0,51325;412
Jamaica/St. Albans;Walking;2013;Percent;0,03258;412
Jamaica/St. Albans;Work at Home;2013;Percent;0,02574;412
Lower East Side;Bicycle;2013;Percent;0,03632;103
Lower East Side;Carpool, Taxi, Other;2013;Percent;0,04853;103
Lower East Side;Driving Alone;2013;Percent;0,0635;103
Lower East Side;Public Transit;2013;Percent;0,49447;103
Lower East Side;Walking;2013;Percent;0,29179;103
Lower East Side;Work at Home;2013;Percent;0,06538;103
Manhattanville;Bicycle;2013;Percent;0,01195;109
Manhattanville;Carpool, Taxi, Other;2013;Percent;0,0302;109
Manhattanville;Driving Alone;2013;Percent;0,03657;109
Manhattanville;Public Transit;2013;Percent;0,70989;109
Manhattanville;Walking;2013;Percent;0,13537;109
Manhattanville;Work at Home;2013;Percent;0,07602;109
Midtown Business District;Bicycle;2013;Percent;0,03366;105
Midtown Business District;Carpool, Taxi, Other;2013;Percent;0,06319;105
Midtown Business District;Driving Alone;2013;Percent;0,03356;105
Midtown Business District;Public Transit;2013;Percent;0,46205;105
Midtown Business District;Walking;2013;Percent;0,33082;105
Midtown Business District;Work at Home;2013;Percent;0,07672;105
Morrisania;Work at Home;2013;Percent;0,03256;203
Morrisania;Walking;2013;Percent;0,0947;203
Morrisania;Public Transit;2013;Percent;0,6285;203
Morrisania;Driving Alone;2013;Percent;0,17618;203
Morrisania;Carpool, Taxi, Other;2013;Percent;0,06433;203
Morrisania;Bicycle;2013;Percent;0,00372;203
Mott Haven;Work at Home;2013;Percent;0,04873;201
Mott Haven;Walking;2013;Percent;0,10524;201
Mott Haven;Public Transit;2013;Percent;0,6996;201
Mott Haven;Driving Alone;2013;Percent;0,10524;201
Mott Haven;Carpool, Taxi, Other;2013;Percent;0,03167;201
Mott Haven;Bicycle;2013;Percent;0,00952;201
Murray Hill/Stuyvesant;Work at Home;2013;Percent;0,04129;106
Murray Hill/Stuyvesant;Walking;2013;Percent;0,31557;106
Murray Hill/Stuyvesant;Public Transit;2013;Percent;0,48531;106
Murray Hill/Stuyvesant;Driving Alone;2013;Percent;0,04618;106
Murray Hill/Stuyvesant;Carpool, Taxi, Other;2013;Percent;0,07271;106
Murray Hill/Stuyvesant;Bicycle;2013;Percent;0,03893;106
Park Slope;Work at Home;2013;Percent;0,10684;306
Park Slope;Walking;2013;Percent;0,06685;306
Park Slope;Public Transit;2013;Percent;0,65913;306
Park Slope;Driving Alone;2013;Percent;0,08641;306
Park Slope;Carpool, Taxi, Other;2013;Percent;0,04858;306
Park Slope;Bicycle;2013;Percent;0,0322;306
Pelham Parkway;Work at Home;2013;Percent;0,03379;211
Pelham Parkway;Walking;2013;Percent;0,10103;211
Pelham Parkway;Public Transit;2013;Percent;0,52258;211
Pelham Parkway;Driving Alone;2013;Percent;0,26446;211
Pelham Parkway;Carpool, Taxi, Other;2013;Percent;0,07072;211
Pelham Parkway;Bicycle;2013;Percent;0,00743;211
Queens Village;Work at Home;2013;Percent;0,02534;413
Queens Village;Walking;2013;Percent;0,01803;413
Queens Village;Public Transit;2013;Percent;0,38903;413
Queens Village;Driving Alone;2013;Percent;0,46623;413
Queens Village;Carpool, Taxi, Other;2013;Percent;0,10137;413
Queens Village;Bicycle;2013;Percent;0;413
Rego Park/Forest Hills;Bicycle;2013;Percent;0,0006;406
Rego Park/Forest Hills;Carpool, Taxi, Other;2013;Percent;0,05771;406
Rego Park/Forest Hills;Driving Alone;2013;Percent;0,22104;406
Rego Park/Forest Hills;Public Transit;2013;Percent;0,58748;406
Rego Park/Forest Hills;Walking;2013;Percent;0,0926;406
Rego Park/Forest Hills;Work at Home;2013;Percent;0,04055;406
Ridgewood/Glendale;Work at Home;2013;Percent;0,03057;405
Ridgewood/Glendale;Walking;2013;Percent;0,04909;405
Ridgewood/Glendale;Public Transit;2013;Percent;0,52962;405
Ridgewood/Glendale;Driving Alone;2013;Percent;0,30518;405
Ridgewood/Glendale;Carpool, Taxi, Other;2013;Percent;0,07167;405
Ridgewood/Glendale;Bicycle;2013;Percent;0,01387;405
Riverdale;Bicycle;2013;Percent;0,01254;208
Riverdale;Carpool, Taxi, Other;2013;Percent;0,04692;208
Riverdale;Driving Alone;2013;Percent;0,26277;208
Riverdale;Public Transit;2013;Percent;0,56186;208
Riverdale;Walking;2013;Percent;0,08595;208
Riverdale;Work at Home;2013;Percent;0,02996;208
Sheepshead Bay;Bicycle;2013;Percent;0,01202;315
Sheepshead Bay;Carpool, Taxi, Other;2013;Percent;0,07686;315
Sheepshead Bay;Driving Alone;2013;Percent;0,27964;315
Sheepshead Bay;Public Transit;2013;Percent;0,50922;315
Sheepshead Bay;Walking;2013;Percent;0,08929;315
Sheepshead Bay;Work at Home;2013;Percent;0,03296;315
South Beach;Work at Home;2013;Percent;0,03457;502
South Beach;Walking;2013;Percent;0,02868;502
South Beach;Public Transit;2013;Percent;0,28772;502
South Beach;Driving Alone;2013;Percent;0,55809;502
South Beach;Carpool, Taxi, Other;2013;Percent;0,08928;502
South Beach;Bicycle;2013;Percent;0,00166;502
St. George;Bicycle;2013;Percent;0,00323;501
St. George;Carpool, Taxi, Other;2013;Percent;0,088;501
St. George;Driving Alone;2013;Percent;0,49874;501
St. George;Public Transit;2013;Percent;0,35583;501
St. George;Walking;2013;Percent;0,02537;501
St. George;Work at Home;2013;Percent;0,02883;501
Sunnyside/Woodside;Bicycle;2013;Percent;0,01332;402
Sunnyside/Woodside;Carpool, Taxi, Other;2013;Percent;0,05379;402
Sunnyside/Woodside;Driving Alone;2013;Percent;0,14593;402
Sunnyside/Woodside;Public Transit;2013;Percent;0,71924;402
Sunnyside/Woodside;Walking;2013;Percent;0,04557;402
Sunnyside/Woodside;Work at Home;2013;Percent;0,02215;402
Sunset Park;Bicycle;2013;Percent;0,02047;307
Sunset Park;Carpool, Taxi, Other;2013;Percent;0,07004;307
Sunset Park;Driving Alone;2013;Percent;0,10259;307
Sunset Park;Public Transit;2013;Percent;0,65039;307
Sunset Park;Walking;2013;Percent;0,12857;307
Sunset Park;Work at Home;2013;Percent;0,02795;307
The Rockaways;Bicycle;2013;Percent;0,02;414
The Rockaways;Carpool, Taxi, Other;2013;Percent;0,05037;414
The Rockaways;Driving Alone;2013;Percent;0,43459;414
The Rockaways;Public Transit;2013;Percent;0,40424;414
The Rockaways;Walking;2013;Percent;0,05129;414
The Rockaways;Work at Home;2013;Percent;0,03951;414
Tottenville;Bicycle;2013;Percent;0;503
Tottenville;Carpool, Taxi, Other;2013;Percent;0,09567;503
Tottenville;Driving Alone;2013;Percent;0,60219;503
Tottenville;Public Transit;2013;Percent;0,27675;503
Tottenville;Walking;2013;Percent;0,01208;503
Tottenville;Work at Home;2013;Percent;0,01331;503
Unionport/Soundview;Work at Home;2013;Percent;0,01475;209
Unionport/Soundview;Walking;2013;Percent;0,08613;209
Unionport/Soundview;Public Transit;2013;Percent;0,5817;209
Unionport/Soundview;Driving Alone;2013;Percent;0,22561;209
Unionport/Soundview;Carpool, Taxi, Other;2013;Percent;0,09105;209
Unionport/Soundview;Bicycle;2013;Percent;0,00076;209
University Heights;Work at Home;2013;Percent;0,05699;205
University Heights;Walking;2013;Percent;0,103;205
University Heights;Public Transit;2013;Percent;0,64587;205
University Heights;Driving Alone;2013;Percent;0,13993;205
University Heights;Carpool, Taxi, Other;2013;Percent;0,05334;205
University Heights;Bicycle;2013;Percent;0,00086;205
Upper East Side;Work at Home;2013;Percent;0,09229;108
Upper East Side;Walking;2013;Percent;0,16871;108
Upper East Side;Public Transit;2013;Percent;0,56874;108
Upper East Side;Driving Alone;2013;Percent;0,07972;108
Upper East Side;Carpool, Taxi, Other;2013;Percent;0,08601;108
Upper East Side;Bicycle;2013;Percent;0,00452;108
Upper West Side;Bicycle;2013;Percent;0,01429;107
Upper West Side;Carpool, Taxi, Other;2013;Percent;0,04799;107
Upper West Side;Driving Alone;2013;Percent;0,0418;107
Upper West Side;Public Transit;2013;Percent;0,72088;107
Upper West Side;Walking;2013;Percent;0,12017;107
Upper West Side;Work at Home;2013;Percent;0,05487;107
Washington Heights;Work at Home;2013;Percent;0,07495;112
Washington Heights;Walking;2013;Percent;0,13502;112
Washington Heights;Public Transit;2013;Percent;0,66025;112
Washington Heights;Driving Alone;2013;Percent;0,07689;112
Washington Heights;Carpool, Taxi, Other;2013;Percent;0,04506;112
Washington Heights;Bicycle;2013;Percent;0,00783;112
Williamsbridge;Bicycle;2013;Percent;0,00352;212
Williamsbridge;Carpool, Taxi, Other;2013;Percent;0,06797;212
Williamsbridge;Driving Alone;2013;Percent;0,34861;212
Williamsbridge;Public Transit;2013;Percent;0,51443;212
Williamsbridge;Walking;2013;Percent;0,04588;212
Williamsbridge;Work at Home;2013;Percent;0,0196;212
Williamsburg/Greenpoint;Bicycle;2013;Percent;0,04126;301
Williamsburg/Greenpoint;Carpool, Taxi, Other;2013;Percent;0,04334;301
Williamsburg/Greenpoint;Driving Alone;2013;Percent;0,08699;301
Williamsburg/Greenpoint;Public Transit;2013;Percent;0,64134;301
Williamsburg/Greenpoint;Walking;2013;Percent;0,10774;301
Williamsburg/Greenpoint;Work at Home;2013;Percent;0,07934;301
Woodhaven;Work at Home;2013;Percent;0,02224;409
Woodhaven;Walking;2013;Percent;0,05449;409
Woodhaven;Public Transit;2013;Percent;0,5353;409
Woodhaven;Driving Alone;2013;Percent;0,30518;409
Woodhaven;Carpool, Taxi, Other;2013;Percent;0,08213;409
Woodhaven;Bicycle;2013;Percent;0,00066;409
Astoria;Work at Home;2014;Percent;0,03621;401
Astoria;Walking;2014;Percent;0,07333;401
Astoria;Public Transit;2014;Percent;0,69055;401
Astoria;Driving Alone;2014;Percent;0,14911;401
Astoria;Carpool, Taxi, Other;2014;Percent;0,04152;401
Astoria;Bicycle;2014;Percent;0,00928;401
Battery Park/Tribeca;Bicycle;2014;Percent;0,04243;101
Battery Park/Tribeca;Carpool, Taxi, Other;2014;Percent;0,05886;101
Battery Park/Tribeca;Driving Alone;2014;Percent;0,04108;101
Battery Park/Tribeca;Public Transit;2014;Percent;0,52937;101
Battery Park/Tribeca;Walking;2014;Percent;0,25336;101
Battery Park/Tribeca;Work at Home;2014;Percent;0,07491;101
Bay Ridge;Work at Home;2014;Percent;0,03845;310
Bay Ridge;Walking;2014;Percent;0,09271;310
Bay Ridge;Public Transit;2014;Percent;0,52913;310
Bay Ridge;Driving Alone;2014;Percent;0,24818;310
Bay Ridge;Carpool, Taxi, Other;2014;Percent;0,08558;310
Bay Ridge;Bicycle;2014;Percent;0,00594;310
Bayside;Work at Home;2014;Percent;0,03738;411
Bayside;Walking;2014;Percent;0,02009;411
Bayside;Public Transit;2014;Percent;0,31473;411
Bayside;Driving Alone;2014;Percent;0,52705;411
Bayside;Carpool, Taxi, Other;2014;Percent;0,09884;411
Bayside;Bicycle;2014;Percent;0,00191;411
Bedford Park;Work at Home;2014;Percent;0,04025;207
Bedford Park;Walking;2014;Percent;0,10583;207
Bedford Park;Public Transit;2014;Percent;0,66941;207
Bedford Park;Driving Alone;2014;Percent;0,14659;207
Bedford Park;Carpool, Taxi, Other;2014;Percent;0,03173;207
Bedford Park;Bicycle;2014;Percent;0,00619;207
Bedford Stuyvesant;Bicycle;2014;Percent;0,0265;303
Bedford Stuyvesant;Carpool, Taxi, Other;2014;Percent;0,03724;303
Bedford Stuyvesant;Driving Alone;2014;Percent;0,11708;303
Bedford Stuyvesant;Public Transit;2014;Percent;0,68747;303
Bedford Stuyvesant;Walking;2014;Percent;0,08601;303
Bedford Stuyvesant;Work at Home;2014;Percent;0,04569;303
Bensonhurst;Bicycle;2014;Percent;0,01363;311
Bensonhurst;Carpool, Taxi, Other;2014;Percent;0,08934;311
Bensonhurst;Driving Alone;2014;Percent;0,19815;311
Bensonhurst;Public Transit;2014;Percent;0,60848;311
Bensonhurst;Walking;2014;Percent;0,06876;311
Bensonhurst;Work at Home;2014;Percent;0,02163;311
Borough Park;Work at Home;2014;Percent;0,03709;312
Borough Park;Walking;2014;Percent;0,20647;312
Borough Park;Public Transit;2014;Percent;0,45342;312
Borough Park;Driving Alone;2014;Percent;0,19011;312
Borough Park;Carpool, Taxi, Other;2014;Percent;0,09477;312
Borough Park;Bicycle;2014;Percent;0,01814;312
Brownsville;Work at Home;2014;Percent;0,02654;316
Brownsville;Walking;2014;Percent;0,04541;316
Brownsville;Public Transit;2014;Percent;0,69394;316
Brownsville;Driving Alone;2014;Percent;0,20541;316
Brownsville;Carpool, Taxi, Other;2014;Percent;0,0287;316
Brownsville;Bicycle;2014;Percent;0;316
Bushwick;Work at Home;2014;Percent;0,04565;304
Bushwick;Walking;2014;Percent;0,0834;304
Bushwick;Public Transit;2014;Percent;0,70284;304
Bushwick;Driving Alone;2014;Percent;0,1122;304
Bushwick;Carpool, Taxi, Other;2014;Percent;0,03235;304
Bushwick;Bicycle;2014;Percent;0,02356;304
Canarsie;Work at Home;2014;Percent;0,02401;318
Canarsie;Walking;2014;Percent;0,04333;318
Canarsie;Public Transit;2014;Percent;0,49607;318
Canarsie;Driving Alone;2014;Percent;0,36461;318
Canarsie;Carpool, Taxi, Other;2014;Percent;0,07147;318
Canarsie;Bicycle;2014;Percent;0,0005;318
Central Harlem;Work at Home;2014;Percent;0,03809;110
Central Harlem;Walking;2014;Percent;0,08267;110
Central Harlem;Public Transit;2014;Percent;0,7551;110
Central Harlem;Driving Alone;2014;Percent;0,09232;110
Central Harlem;Carpool, Taxi, Other;2014;Percent;0,02182;110
Central Harlem;Bicycle;2014;Percent;0,01;110
Chelsea/Clinton;Work at Home;2014;Percent;0,07516;104
Chelsea/Clinton;Walking;2014;Percent;0,31795;104
Chelsea/Clinton;Public Transit;2014;Percent;0,48871;104
Chelsea/Clinton;Driving Alone;2014;Percent;0,04397;104
Chelsea/Clinton;Carpool, Taxi, Other;2014;Percent;0,05194;104
Chelsea/Clinton;Bicycle;2014;Percent;0,02228;104
Concourse/Highbridge;Bicycle;2014;Percent;0;204
Concourse/Highbridge;Carpool, Taxi, Other;2014;Percent;0,06823;204
Concourse/Highbridge;Driving Alone;2014;Percent;0,11935;204
Concourse/Highbridge;Public Transit;2014;Percent;0,7052;204
Concourse/Highbridge;Walking;2014;Percent;0,06233;204
Concourse/Highbridge;Work at Home;2014;Percent;0,04489;204
Coney Island;Bicycle;2014;Percent;0,00196;313
Coney Island;Carpool, Taxi, Other;2014;Percent;0,07206;313
Coney Island;Driving Alone;2014;Percent;0,25435;313
Coney Island;Public Transit;2014;Percent;0,54371;313
Coney Island;Walking;2014;Percent;0,11672;313
Coney Island;Work at Home;2014;Percent;0,0112;313
Crown Heights North;Work at Home;2014;Percent;0,03261;308
Crown Heights North;Walking;2014;Percent;0,05625;308
Crown Heights North;Public Transit;2014;Percent;0,70891;308
Crown Heights North;Driving Alone;2014;Percent;0,13963;308
Crown Heights North;Carpool, Taxi, Other;2014;Percent;0,02515;308
Crown Heights North;Bicycle;2014;Percent;0,03744;308
Crown Heights South;Bicycle;2014;Percent;0,01481;309
Crown Heights South;Carpool, Taxi, Other;2014;Percent;0,03927;309
Crown Heights South;Driving Alone;2014;Percent;0,11606;309
Crown Heights South;Public Transit;2014;Percent;0,70897;309
Crown Heights South;Walking;2014;Percent;0,08309;309
Crown Heights South;Work at Home;2014;Percent;0,0378;309
East Flatbush;Bicycle;2014;Percent;0,00451;317
East Flatbush;Carpool, Taxi, Other;2014;Percent;0,04575;317
East Flatbush;Driving Alone;2014;Percent;0,22042;317
East Flatbush;Public Transit;2014;Percent;0,66181;317
East Flatbush;Walking;2014;Percent;0,04002;317
East Flatbush;Work at Home;2014;Percent;0,02748;317
East Harlem;Bicycle;2014;Percent;0,0072;111
East Harlem;Carpool, Taxi, Other;2014;Percent;0,0213;111
East Harlem;Driving Alone;2014;Percent;0,06603;111
East Harlem;Public Transit;2014;Percent;0,73914;111
East Harlem;Walking;2014;Percent;0,13642;111
East Harlem;Work at Home;2014;Percent;0,0299;111
East New York;Bicycle;2014;Percent;0,00208;305
East New York;Carpool, Taxi, Other;2014;Percent;0,03416;305
East New York;Driving Alone;2014;Percent;0,21591;305
East New York;Public Transit;2014;Percent;0,69178;305
East New York;Walking;2014;Percent;0,04129;305
East New York;Work at Home;2014;Percent;0,01477;305
East Tremont;Bicycle;2014;Percent;0,00168;206
East Tremont;Carpool, Taxi, Other;2014;Percent;0,0277;206
East Tremont;Driving Alone;2014;Percent;0,16453;206
East Tremont;Public Transit;2014;Percent;0,68546;206
East Tremont;Walking;2014;Percent;0,07808;206
East Tremont;Work at Home;2014;Percent;0,04255;206
Elmhurst/Corona;Bicycle;2014;Percent;0,00816;404
Elmhurst/Corona;Carpool, Taxi, Other;2014;Percent;0,081;404
Elmhurst/Corona;Driving Alone;2014;Percent;0,13252;404
Elmhurst/Corona;Public Transit;2014;Percent;0,69162;404
Elmhurst/Corona;Walking;2014;Percent;0,07429;404
Elmhurst/Corona;Work at Home;2014;Percent;0,01241;404
Flatbush/Midwood;Work at Home;2014;Percent;0,02551;314
Flatbush/Midwood;Walking;2014;Percent;0,06709;314
Flatbush/Midwood;Public Transit;2014;Percent;0,63007;314
Flatbush/Midwood;Driving Alone;2014;Percent;0,21183;314
Flatbush/Midwood;Carpool, Taxi, Other;2014;Percent;0,04217;314
Flatbush/Midwood;Bicycle;2014;Percent;0,02332;314
Flushing;Work at Home;2014;Percent;0,0228;407
Flushing;Walking;2014;Percent;0,1054;407
Flushing;Public Transit;2014;Percent;0,36525;407
Flushing;Driving Alone;2014;Percent;0,36992;407
Flushing;Carpool, Taxi, Other;2014;Percent;0,13454;407
Flushing;Bicycle;2014;Percent;0,0021;407
Fort Greene/Brooklyn Hts;Work at Home;2014;Percent;0,08079;302
Fort Greene/Brooklyn Hts;Walking;2014;Percent;0,08059;302
Fort Greene/Brooklyn Hts;Public Transit;2014;Percent;0,68249;302
Fort Greene/Brooklyn Hts;Driving Alone;2014;Percent;0,08769;302
Fort Greene/Brooklyn Hts;Carpool, Taxi, Other;2014;Percent;0,03172;302
Fort Greene/Brooklyn Hts;Bicycle;2014;Percent;0,03672;302
Fresh Meadows/Briarwood;Bicycle;2014;Percent;0,00222;408
Fresh Meadows/Briarwood;Carpool, Taxi, Other;2014;Percent;0,06587;408
Fresh Meadows/Briarwood;Driving Alone;2014;Percent;0,37029;408
Fresh Meadows/Briarwood;Public Transit;2014;Percent;0,45938;408
Fresh Meadows/Briarwood;Walking;2014;Percent;0,07022;408
Fresh Meadows/Briarwood;Work at Home;2014;Percent;0,03203;408
Greenwich Village;Work at Home;2014;Percent;0,07491;102
Greenwich Village;Walking;2014;Percent;0,25336;102
Greenwich Village;Public Transit;2014;Percent;0,52937;102
Greenwich Village;Driving Alone;2014;Percent;0,04108;102
Greenwich Village;Carpool, Taxi, Other;2014;Percent;0,05886;102
Greenwich Village;Bicycle;2014;Percent;0,04243;102
Howard Beach;Bicycle;2014;Percent;0,00247;410
Howard Beach;Carpool, Taxi, Other;2014;Percent;0,10768;410
Howard Beach;Driving Alone;2014;Percent;0,43835;410
Howard Beach;Public Transit;2014;Percent;0,40266;410
Howard Beach;Walking;2014;Percent;0,03832;410
Howard Beach;Work at Home;2014;Percent;0,01053;410
Hunts Point;Bicycle;2014;Percent;0,00103;202
Hunts Point;Carpool, Taxi, Other;2014;Percent;0,04293;202
Hunts Point;Driving Alone;2014;Percent;0,09578;202
Hunts Point;Public Transit;2014;Percent;0,72551;202
Hunts Point;Walking;2014;Percent;0,10032;202
Hunts Point;Work at Home;2014;Percent;0,03443;202
Jackson Heights;Work at Home;2014;Percent;0,00896;403
Jackson Heights;Walking;2014;Percent;0,06099;403
Jackson Heights;Public Transit;2014;Percent;0,6637;403
Jackson Heights;Driving Alone;2014;Percent;0,19417;403
Jackson Heights;Carpool, Taxi, Other;2014;Percent;0,05962;403
Jackson Heights;Bicycle;2014;Percent;0,01256;403
Jamaica/St. Albans;Bicycle;2014;Percent;0,00148;412
Jamaica/St. Albans;Carpool, Taxi, Other;2014;Percent;0,05531;412
Jamaica/St. Albans;Driving Alone;2014;Percent;0,36271;412
Jamaica/St. Albans;Public Transit;2014;Percent;0,52635;412
Jamaica/St. Albans;Walking;2014;Percent;0,03923;412
Jamaica/St. Albans;Work at Home;2014;Percent;0,01492;412
Lower East Side;Bicycle;2014;Percent;0,0604;103
Lower East Side;Carpool, Taxi, Other;2014;Percent;0,03326;103
Lower East Side;Driving Alone;2014;Percent;0,04691;103
Lower East Side;Public Transit;2014;Percent;0,51952;103
Lower East Side;Walking;2014;Percent;0,29283;103
Lower East Side;Work at Home;2014;Percent;0,04708;103
Manhattanville;Bicycle;2014;Percent;0,00925;109
Manhattanville;Carpool, Taxi, Other;2014;Percent;0,02362;109
Manhattanville;Driving Alone;2014;Percent;0,07035;109
Manhattanville;Public Transit;2014;Percent;0,70693;109
Manhattanville;Walking;2014;Percent;0,14145;109
Manhattanville;Work at Home;2014;Percent;0,04841;109
Midtown Business District;Bicycle;2014;Percent;0,02228;105
Midtown Business District;Carpool, Taxi, Other;2014;Percent;0,05194;105
Midtown Business District;Driving Alone;2014;Percent;0,04397;105
Midtown Business District;Public Transit;2014;Percent;0,48871;105
Midtown Business District;Walking;2014;Percent;0,31795;105
Midtown Business District;Work at Home;2014;Percent;0,07516;105
Morrisania;Work at Home;2014;Percent;0,04255;203
Morrisania;Walking;2014;Percent;0,07808;203
Morrisania;Public Transit;2014;Percent;0,68546;203
Morrisania;Driving Alone;2014;Percent;0,16453;203
Morrisania;Carpool, Taxi, Other;2014;Percent;0,0277;203
Morrisania;Bicycle;2014;Percent;0,00168;203
Mott Haven;Work at Home;2014;Percent;0,03443;201
Mott Haven;Walking;2014;Percent;0,10032;201
Mott Haven;Public Transit;2014;Percent;0,72551;201
Mott Haven;Driving Alone;2014;Percent;0,09578;201
Mott Haven;Carpool, Taxi, Other;2014;Percent;0,04293;201
Mott Haven;Bicycle;2014;Percent;0,00103;201
Murray Hill/Stuyvesant;Work at Home;2014;Percent;0,07965;106
Murray Hill/Stuyvesant;Walking;2014;Percent;0,34044;106
Murray Hill/Stuyvesant;Public Transit;2014;Percent;0,48314;106
Murray Hill/Stuyvesant;Driving Alone;2014;Percent;0,03389;106
Murray Hill/Stuyvesant;Carpool, Taxi, Other;2014;Percent;0,04328;106
Murray Hill/Stuyvesant;Bicycle;2014;Percent;0,01961;106
Park Slope;Work at Home;2014;Percent;0,09265;306
Park Slope;Walking;2014;Percent;0,10406;306
Park Slope;Public Transit;2014;Percent;0,65335;306
Park Slope;Driving Alone;2014;Percent;0,09082;306
Park Slope;Carpool, Taxi, Other;2014;Percent;0,02642;306
Park Slope;Bicycle;2014;Percent;0,0327;306
Pelham Parkway;Work at Home;2014;Percent;0,02913;211
Pelham Parkway;Walking;2014;Percent;0,09507;211
Pelham Parkway;Public Transit;2014;Percent;0,51071;211
Pelham Parkway;Driving Alone;2014;Percent;0,31716;211
Pelham Parkway;Carpool, Taxi, Other;2014;Percent;0,04701;211
Pelham Parkway;Bicycle;2014;Percent;0,00091;211
Queens Village;Work at Home;2014;Percent;0,02533;413
Queens Village;Walking;2014;Percent;0,00982;413
Queens Village;Public Transit;2014;Percent;0,33215;413
Queens Village;Driving Alone;2014;Percent;0,56286;413
Queens Village;Carpool, Taxi, Other;2014;Percent;0,06819;413
Queens Village;Bicycle;2014;Percent;0,00166;413
Rego Park/Forest Hills;Bicycle;2014;Percent;0,0009;406
Rego Park/Forest Hills;Carpool, Taxi, Other;2014;Percent;0,05584;406
Rego Park/Forest Hills;Driving Alone;2014;Percent;0,23511;406
Rego Park/Forest Hills;Public Transit;2014;Percent;0,6054;406
Rego Park/Forest Hills;Walking;2014;Percent;0,05444;406
Rego Park/Forest Hills;Work at Home;2014;Percent;0,04831;406
Ridgewood/Glendale;Work at Home;2014;Percent;0,02356;405
Ridgewood/Glendale;Walking;2014;Percent;0,05132;405
Ridgewood/Glendale;Public Transit;2014;Percent;0,56151;405
Ridgewood/Glendale;Driving Alone;2014;Percent;0,3017;405
Ridgewood/Glendale;Carpool, Taxi, Other;2014;Percent;0,05359;405
Ridgewood/Glendale;Bicycle;2014;Percent;0,00832;405
Riverdale;Bicycle;2014;Percent;0,00427;208
Riverdale;Carpool, Taxi, Other;2014;Percent;0,08166;208
Riverdale;Driving Alone;2014;Percent;0,23121;208
Riverdale;Public Transit;2014;Percent;0,54757;208
Riverdale;Walking;2014;Percent;0,08321;208
Riverdale;Work at Home;2014;Percent;0,05209;208
Sheepshead Bay;Bicycle;2014;Percent;0,00581;315
