Location;Industry;TimeFrame;DataFormat;Data;Fips
Chelsea/Clinton;Health Care and Social Services;2015;Number;4858,41574;104
Chelsea/Clinton;Hospitality, Accommodation, Restaurants;2015;Number;6686,4863;104
Chelsea/Clinton;Information, Finance, Real Estate;2015;Number;18941,82335;104
Chelsea/Clinton;Management and Professional Services;2015;Number;15927,47295;104
Chelsea/Clinton;Other Services;2015;Number;2010,67768;104
Chelsea/Clinton;Public Administration;2015;Number;1184,94694;104
Chelsea/Clinton;Retail;2015;Number;5242,29057;104
Chelsea/Clinton;Transportation, Warehousing, Wholesale;2015;Number;2433,20657;104
Chelsea/Clinton;Construction and Manufacturing;2020;Number;3100,98881;104
Chelsea/Clinton;Education;2020;Number;4836,42291;104
Chelsea/Clinton;Health Care and Social Services;2020;Number;6002,70927;104
Chelsea/Clinton;Hospitality, Accommodation, Restaurants;2020;Number;5988,71384;104
Chelsea/Clinton;Information, Finance, Real Estate;2020;Number;20102,77811;104
Chelsea/Clinton;Management and Professional Services;2020;Number;18561,94722;104
Chelsea/Clinton;Other Services;2020;Number;2301,2496;104
Chelsea/Clinton;Public Administration;2020;Number;1432,8661;104
Chelsea/Clinton;Retail;2020;Number;4576,50767;104
Chelsea/Clinton;Transportation, Warehousing, Wholesale;2020;Number;2470,52773;104
Chelsea/Clinton;Construction and Manufacturing;2021;Number;3315,5855;104
Chelsea/Clinton;Education;2021;Number;4819,09523;104
Chelsea/Clinton;Health Care and Social Services;2021;Number;6731,13841;104
Chelsea/Clinton;Hospitality, Accommodation, Restaurants;2021;Number;6155,32617;104
Chelsea/Clinton;Information, Finance, Real Estate;2021;Number;19335,69492;104
Chelsea/Clinton;Management and Professional Services;2021;Number;18493,96939;104
Chelsea/Clinton;Other Services;2021;Number;2263,92843;104
Chelsea/Clinton;Public Administration;2021;Number;1617,47257;104
Chelsea/Clinton;Retail;2021;Number;4749,11805;104
Chelsea/Clinton;Transportation, Warehousing, Wholesale;2021;Number;2575,16028;104
Concourse/Highbridge;Construction and Manufacturing;2010;Number;5395;204
Concourse/Highbridge;Education;2010;Number;3186;204
Concourse/Highbridge;Health Care and Social Services;2010;Number;11563;204
Concourse/Highbridge;Hospitality, Accommodation, Restaurants;2010;Number;6445;204
Concourse/Highbridge;Information, Finance, Real Estate;2010;Number;4242;204
Concourse/Highbridge;Management and Professional Services;2010;Number;3989;204
Concourse/Highbridge;Other Services;2010;Number;4010;204
Concourse/Highbridge;Public Administration;2010;Number;1922;204
Concourse/Highbridge;Retail;2010;Number;6603;204
Concourse/Highbridge;Transportation, Warehousing, Wholesale;2010;Number;4801;204
Concourse/Highbridge;Construction and Manufacturing;2015;Number;4327;204
Concourse/Highbridge;Education;2015;Number;3267;204
Concourse/Highbridge;Health Care and Social Services;2015;Number;12516;204
Concourse/Highbridge;Hospitality, Accommodation, Restaurants;2015;Number;7034;204
Concourse/Highbridge;Information, Finance, Real Estate;2015;Number;3775;204
Concourse/Highbridge;Management and Professional Services;2015;Number;3745;204
Concourse/Highbridge;Other Services;2015;Number;3353;204
Concourse/Highbridge;Public Administration;2015;Number;1542;204
Concourse/Highbridge;Retail;2015;Number;7419;204
Concourse/Highbridge;Transportation, Warehousing, Wholesale;2015;Number;5077;204
Concourse/Highbridge;Construction and Manufacturing;2020;Number;4283;204
Concourse/Highbridge;Education;2020;Number;4025;204
Concourse/Highbridge;Health Care and Social Services;2020;Number;13750;204
Concourse/Highbridge;Hospitality, Accommodation, Restaurants;2020;Number;7295;204
Concourse/Highbridge;Information, Finance, Real Estate;2020;Number;3307;204
Concourse/Highbridge;Management and Professional Services;2020;Number;6347;204
Concourse/Highbridge;Other Services;2020;Number;3245;204
Concourse/Highbridge;Public Administration;2020;Number;1830;204
Concourse/Highbridge;Retail;2020;Number;6402;204
Concourse/Highbridge;Transportation, Warehousing, Wholesale;2020;Number;5485;204
Concourse/Highbridge;Construction and Manufacturing;2021;Number;4824;204
Concourse/Highbridge;Education;2021;Number;4215;204
Concourse/Highbridge;Health Care and Social Services;2021;Number;14692;204
Concourse/Highbridge;Hospitality, Accommodation, Restaurants;2021;Number;7130;204
Concourse/Highbridge;Information, Finance, Real Estate;2021;Number;3604;204
Concourse/Highbridge;Management and Professional Services;2021;Number;6814;204
Concourse/Highbridge;Other Services;2021;Number;3184;204
Concourse/Highbridge;Public Administration;2021;Number;2142;204
Concourse/Highbridge;Retail;2021;Number;6498;204
Concourse/Highbridge;Transportation, Warehousing, Wholesale;2021;Number;5901;204
Coney Island;Construction and Manufacturing;2010;Number;4677;313
Coney Island;Education;2010;Number;2870;313
Coney Island;Health Care and Social Services;2010;Number;8791;313
Coney Island;Hospitality, Accommodation, Restaurants;2010;Number;2766;313
Coney Island;Information, Finance, Real Estate;2010;Number;4508;313
Coney Island;Management and Professional Services;2010;Number;4113;313
Coney Island;Other Services;2010;Number;2177;313
Coney Island;Public Administration;2010;Number;1512;313
Coney Island;Retail;2010;Number;3810;313
Coney Island;Transportation, Warehousing, Wholesale;2010;Number;4643;313
Coney Island;Construction and Manufacturing;2015;Number;4629;313
Coney Island;Education;2015;Number;3273;313
Coney Island;Health Care and Social Services;2015;Number;10513;313
Coney Island;Hospitality, Accommodation, Restaurants;2015;Number;3280;313
Coney Island;Information, Finance, Real Estate;2015;Number;3883;313
Coney Island;Management and Professional Services;2015;Number;3973;313
Coney Island;Other Services;2015;Number;2587;313
Coney Island;Public Administration;2015;Number;1387;313
Coney Island;Retail;2015;Number;3885;313
Coney Island;Transportation, Warehousing, Wholesale;2015;Number;4640;313
Coney Island;Construction and Manufacturing;2020;Number;4148;313
Coney Island;Education;2020;Number;3128;313
Coney Island;Health Care and Social Services;2020;Number;11101;313
Coney Island;Hospitality, Accommodation, Restaurants;2020;Number;2972;313
Coney Island;Information, Finance, Real Estate;2020;Number;4864;313
Coney Island;Management and Professional Services;2020;Number;4154;313
Coney Island;Other Services;2020;Number;1996;313
Coney Island;Public Administration;2020;Number;1442;313
Coney Island;Retail;2020;Number;4288;313
Coney Island;Transportation, Warehousing, Wholesale;2020;Number;4841;313
Coney Island;Construction and Manufacturing;2021;Number;4927;313
Coney Island;Education;2021;Number;3593;313
Coney Island;Health Care and Social Services;2021;Number;11494;313
Coney Island;Hospitality, Accommodation, Restaurants;2021;Number;2975;313
Coney Island;Information, Finance, Real Estate;2021;Number;4821;313
Coney Island;Management and Professional Services;2021;Number;4653;313
Coney Island;Other Services;2021;Number;2034;313
Coney Island;Public Administration;2021;Number;1477;313
Coney Island;Retail;2021;Number;4462;313
Coney Island;Transportation, Warehousing, Wholesale;2021;Number;4893;313
Crown Heights North;Construction and Manufacturing;2010;Number;3711;308
Crown Heights North;Education;2010;Number;5849;308
Crown Heights North;Health Care and Social Services;2010;Number;11327;308
Crown Heights North;Hospitality, Accommodation, Restaurants;2010;Number;4502;308
Crown Heights North;Information, Finance, Real Estate;2010;Number;8605;308
Crown Heights North;Management and Professional Services;2010;Number;6845;308
Crown Heights North;Other Services;2010;Number;3169;308
Crown Heights North;Public Administration;2010;Number;2955;308
Crown Heights North;Retail;2010;Number;4294;308
Crown Heights North;Transportation, Warehousing, Wholesale;2010;Number;4300;308
Crown Heights North;Construction and Manufacturing;2015;Number;3498;308
Crown Heights North;Education;2015;Number;6371;308
Crown Heights North;Health Care and Social Services;2015;Number;12430;308
Crown Heights North;Hospitality, Accommodation, Restaurants;2015;Number;5686;308
Crown Heights North;Information, Finance, Real Estate;2015;Number;8006;308
Crown Heights North;Management and Professional Services;2015;Number;8511;308
Crown Heights North;Other Services;2015;Number;4041;308
Crown Heights North;Public Administration;2015;Number;2420;308
Crown Heights North;Retail;2015;Number;5028;308
Crown Heights North;Transportation, Warehousing, Wholesale;2015;Number;4379;308
Crown Heights North;Construction and Manufacturing;2020;Number;3006;308
Crown Heights North;Education;2020;Number;8585;308
Crown Heights North;Health Care and Social Services;2020;Number;12309;308
Crown Heights North;Hospitality, Accommodation, Restaurants;2020;Number;7183;308
Crown Heights North;Information, Finance, Real Estate;2020;Number;10661;308
Crown Heights North;Management and Professional Services;2020;Number;12514;308
Crown Heights North;Other Services;2020;Number;3603;308
Crown Heights North;Public Administration;2020;Number;3352;308
Crown Heights North;Retail;2020;Number;5219;308
Crown Heights North;Transportation, Warehousing, Wholesale;2020;Number;4388;308
Crown Heights North;Construction and Manufacturing;2021;Number;3210;308
Crown Heights North;Education;2021;Number;9484;308
Crown Heights North;Health Care and Social Services;2021;Number;12284;308
Crown Heights North;Hospitality, Accommodation, Restaurants;2021;Number;6815;308
Crown Heights North;Information, Finance, Real Estate;2021;Number;11621;308
Crown Heights North;Management and Professional Services;2021;Number;12635;308
Crown Heights North;Other Services;2021;Number;3745;308
Crown Heights North;Public Administration;2021;Number;3928;308
Crown Heights North;Retail;2021;Number;5893;308
Crown Heights North;Transportation, Warehousing, Wholesale;2021;Number;4498;308
Crown Heights South;Construction and Manufacturing;2010;Number;3160;309
Crown Heights South;Education;2010;Number;4294;309
Crown Heights South;Health Care and Social Services;2010;Number;13715;309
Crown Heights South;Hospitality, Accommodation, Restaurants;2010;Number;3465;309
Crown Heights South;Information, Finance, Real Estate;2010;Number;4720;309
Crown Heights South;Management and Professional Services;2010;Number;4350;309
Crown Heights South;Other Services;2010;Number;3544;309
Crown Heights South;Public Administration;2010;Number;2353;309
Crown Heights South;Retail;2010;Number;4900;309
Crown Heights South;Transportation, Warehousing, Wholesale;2010;Number;4826;309
Crown Heights South;Construction and Manufacturing;2015;Number;3335;309
Crown Heights South;Education;2015;Number;5143;309
Crown Heights South;Health Care and Social Services;2015;Number;12618;309
Crown Heights South;Hospitality, Accommodation, Restaurants;2015;Number;4028;309
Crown Heights South;Information, Finance, Real Estate;2015;Number;5132;309
Crown Heights South;Management and Professional Services;2015;Number;4932;309
Crown Heights South;Other Services;2015;Number;3139;309
Crown Heights South;Public Administration;2015;Number;2558;309
Crown Heights South;Retail;2015;Number;4473;309
Crown Heights South;Transportation, Warehousing, Wholesale;2015;Number;3692;309
Crown Heights South;Construction and Manufacturing;2020;Number;3044;309
Crown Heights South;Education;2020;Number;6716;309
Crown Heights South;Health Care and Social Services;2020;Number;11543;309
Crown Heights South;Hospitality, Accommodation, Restaurants;2020;Number;5017;309
Crown Heights South;Information, Finance, Real Estate;2020;Number;6399;309
Crown Heights South;Management and Professional Services;2020;Number;7100;309
Crown Heights South;Other Services;2020;Number;3423;309
Crown Heights South;Public Administration;2020;Number;2348;309
Crown Heights South;Retail;2020;Number;4092;309
Crown Heights South;Transportation, Warehousing, Wholesale;2020;Number;4255;309
Crown Heights South;Construction and Manufacturing;2021;Number;3053;309
Crown Heights South;Education;2021;Number;7397;309
Crown Heights South;Health Care and Social Services;2021;Number;12112;309
Crown Heights South;Hospitality, Accommodation, Restaurants;2021;Number;4988;309
Crown Heights South;Information, Finance, Real Estate;2021;Number;6523;309
Crown Heights South;Management and Professional Services;2021;Number;7447;309
Crown Heights South;Other Services;2021;Number;3345;309
Crown Heights South;Public Administration;2021;Number;2506;309
Crown Heights South;Retail;2021;Number;4192;309
Crown Heights South;Transportation, Warehousing, Wholesale;2021;Number;4366;309
East Flatbush;Construction and Manufacturing;2010;Number;5223;317
East Flatbush;Education;2010;Number;4487;317
East Flatbush;Health Care and Social Services;2010;Number;20197;317
East Flatbush;Hospitality, Accommodation, Restaurants;2010;Number;3132;317
East Flatbush;Information, Finance, Real Estate;2010;Number;5817;317
East Flatbush;Management and Professional Services;2010;Number;6551;317
East Flatbush;Other Services;2010;Number;4685;317
East Flatbush;Public Administration;2010;Number;3554;317
East Flatbush;Retail;2010;Number;5509;317
East Flatbush;Transportation, Warehousing, Wholesale;2010;Number;5956;317
East Flatbush;Construction and Manufacturing;2015;Number;4516;317
East Flatbush;Education;2015;Number;4826;317
East Flatbush;Health Care and Social Services;2015;Number;21029;317
East Flatbush;Hospitality, Accommodation, Restaurants;2015;Number;3486;317
East Flatbush;Information, Finance, Real Estate;2015;Number;4326;317
East Flatbush;Management and Professional Services;2015;Number;5087;317
East Flatbush;Other Services;2015;Number;3950;317
East Flatbush;Public Administration;2015;Number;2752;317
East Flatbush;Retail;2015;Number;5567;317
East Flatbush;Transportation, Warehousing, Wholesale;2015;Number;5566;317
East Flatbush;Construction and Manufacturing;2020;Number;4140;317
East Flatbush;Education;2020;Number;5551;317
East Flatbush;Health Care and Social Services;2020;Number;20065;317
East Flatbush;Hospitality, Accommodation, Restaurants;2020;Number;3952;317
East Flatbush;Information, Finance, Real Estate;2020;Number;5448;317
East Flatbush;Management and Professional Services;2020;Number;6162;317
East Flatbush;Other Services;2020;Number;3448;317
East Flatbush;Public Administration;2020;Number;2978;317
East Flatbush;Retail;2020;Number;5085;317
East Flatbush;Transportation, Warehousing, Wholesale;2020;Number;6257;317
East Flatbush;Construction and Manufacturing;2021;Number;4094;317
East Flatbush;Education;2021;Number;5884;317
East Flatbush;Health Care and Social Services;2021;Number;20197;317
East Flatbush;Hospitality, Accommodation, Restaurants;2021;Number;4476;317
East Flatbush;Information, Finance, Real Estate;2021;Number;5786;317
East Flatbush;Management and Professional Services;2021;Number;6309;317
East Flatbush;Other Services;2021;Number;3385;317
East Flatbush;Public Administration;2021;Number;3344;317
East Flatbush;Retail;2021;Number;5010;317
East Flatbush;Transportation, Warehousing, Wholesale;2021;Number;6911;317
East Harlem;Construction and Manufacturing;2010;Number;2257;111
East Harlem;Education;2010;Number;3998;111
East Harlem;Health Care and Social Services;2010;Number;9951;111
East Harlem;Hospitality, Accommodation, Restaurants;2010;Number;7615;111
East Harlem;Information, Finance, Real Estate;2010;Number;5412;111
East Harlem;Management and Professional Services;2010;Number;4875;111
East Harlem;Other Services;2010;Number;2370;111
East Harlem;Public Administration;2010;Number;1791;111
East Harlem;Retail;2010;Number;4664;111
East Harlem;Transportation, Warehousing, Wholesale;2010;Number;3031;111
East Harlem;Construction and Manufacturing;2015;Number;2962;111
East Harlem;Education;2015;Number;4615;111
East Harlem;Health Care and Social Services;2015;Number;9372;111
East Harlem;Hospitality, Accommodation, Restaurants;2015;Number;7029;111
East Harlem;Information, Finance, Real Estate;2015;Number;6008;111
East Harlem;Management and Professional Services;2015;Number;6171;111
East Harlem;Other Services;2015;Number;2614;111
East Harlem;Public Administration;2015;Number;1629;111
East Harlem;Retail;2015;Number;6152;111
East Harlem;Transportation, Warehousing, Wholesale;2015;Number;2701;111
East Harlem;Construction and Manufacturing;2020;Number;2221;111
East Harlem;Education;2020;Number;5346;111
East Harlem;Health Care and Social Services;2020;Number;9980;111
East Harlem;Hospitality, Accommodation, Restaurants;2020;Number;6488;111
East Harlem;Information, Finance, Real Estate;2020;Number;6006;111
East Harlem;Management and Professional Services;2020;Number;6586;111
East Harlem;Other Services;2020;Number;2075;111
East Harlem;Public Administration;2020;Number;1596;111
East Harlem;Retail;2020;Number;4142;111
East Harlem;Transportation, Warehousing, Wholesale;2020;Number;2688;111
East Harlem;Construction and Manufacturing;2021;Number;2565;111
East Harlem;Education;2021;Number;5098;111
East Harlem;Health Care and Social Services;2021;Number;10358;111
East Harlem;Hospitality, Accommodation, Restaurants;2021;Number;6186;111
East Harlem;Information, Finance, Real Estate;2021;Number;6274;111
East Harlem;Management and Professional Services;2021;Number;7496;111
East Harlem;Other Services;2021;Number;2069;111
East Harlem;Public Administration;2021;Number;1327;111
East Harlem;Retail;2021;Number;4417;111
East Harlem;Transportation, Warehousing, Wholesale;2021;Number;2994;111
East New York;Construction and Manufacturing;2010;Number;6254;305
East New York;Education;2010;Number;3832;305
East New York;Health Care and Social Services;2010;Number;13520;305
East New York;Hospitality, Accommodation, Restaurants;2010;Number;4119;305
East New York;Information, Finance, Real Estate;2010;Number;5157;305
East New York;Management and Professional Services;2010;Number;5486;305
East New York;Other Services;2010;Number;3430;305
East New York;Public Administration;2010;Number;3384;305
East New York;Retail;2010;Number;6230;305
East New York;Transportation, Warehousing, Wholesale;2010;Number;6682;305
East New York;Construction and Manufacturing;2015;Number;5777;305
East New York;Education;2015;Number;3954;305
East New York;Health Care and Social Services;2015;Number;14177;305
East New York;Hospitality, Accommodation, Restaurants;2015;Number;5359;305
East New York;Information, Finance, Real Estate;2015;Number;4223;305
East New York;Management and Professional Services;2015;Number;5623;305
East New York;Other Services;2015;Number;3026;305
East New York;Public Administration;2015;Number;3272;305
East New York;Retail;2015;Number;6725;305
East New York;Transportation, Warehousing, Wholesale;2015;Number;6439;305
East New York;Construction and Manufacturing;2020;Number;5048;305
East New York;Education;2020;Number;4450;305
East New York;Health Care and Social Services;2020;Number;15199;305
East New York;Hospitality, Accommodation, Restaurants;2020;Number;5359;305
East New York;Information, Finance, Real Estate;2020;Number;3981;305
East New York;Management and Professional Services;2020;Number;6378;305
East New York;Other Services;2020;Number;3838;305
East New York;Public Administration;2020;Number;3365;305
East New York;Retail;2020;Number;7037;305
East New York;Transportation, Warehousing, Wholesale;2020;Number;8766;305
East New York;Construction and Manufacturing;2021;Number;5418;305
East New York;Education;2021;Number;5435;305
East New York;Health Care and Social Services;2021;Number;16438;305
East New York;Hospitality, Accommodation, Restaurants;2021;Number;5508;305
East New York;Information, Finance, Real Estate;2021;Number;4230;305
East New York;Management and Professional Services;2021;Number;6875;305
East New York;Other Services;2021;Number;3800;305
East New York;Public Administration;2021;Number;3460;305
East New York;Retail;2021;Number;7271;305
East New York;Transportation, Warehousing, Wholesale;2021;Number;9233;305
East Tremont;Construction and Manufacturing;2010;Number;2236,58573;206
East Tremont;Education;2010;Number;2103,2793;206
East Tremont;Health Care and Social Services;2010;Number;6128,52071;206
East Tremont;Hospitality, Accommodation, Restaurants;2010;Number;2499,11258;206
East Tremont;Information, Finance, Real Estate;2010;Number;2012,87608;206
East Tremont;Management and Professional Services;2010;Number;1972,01587;206
East Tremont;Other Services;2010;Number;1716,63956;206
East Tremont;Public Administration;2010;Number;859,59666;206
East Tremont;Retail;2010;Number;3432,76837;206
East Tremont;Transportation, Warehousing, Wholesale;2010;Number;2209,00509;206
East Tremont;Construction and Manufacturing;2015;Number;2174,78467;206
East Tremont;Education;2015;Number;2165,08037;206
East Tremont;Health Care and Social Services;2015;Number;7163,30553;206
East Tremont;Hospitality, Accommodation, Restaurants;2015;Number;3579,35438;206
East Tremont;Information, Finance, Real Estate;2015;Number;2050,16103;206
East Tremont;Management and Professional Services;2015;Number;2402,06958;206
East Tremont;Other Services;2015;Number;1912,76857;206
East Tremont;Public Administration;2015;Number;974,516;206
East Tremont;Retail;2015;Number;3669,24684;206
East Tremont;Transportation, Warehousing, Wholesale;2015;Number;2817,82222;206
East Tremont;Construction and Manufacturing;2020;Number;2498,09108;206
East Tremont;Education;2020;Number;2349,46206;206
East Tremont;Health Care and Social Services;2020;Number;8263,97743;206
East Tremont;Hospitality, Accommodation, Restaurants;2020;Number;3810,21456;206
East Tremont;Information, Finance, Real Estate;2020;Number;2628,84375;206
East Tremont;Management and Professional Services;2020;Number;2764,70394;206
East Tremont;Other Services;2020;Number;1934,73093;206
East Tremont;Public Administration;2020;Number;978,09127;206
East Tremont;Retail;2020;Number;3951,18229;206
East Tremont;Transportation, Warehousing, Wholesale;2020;Number;3282,6071;206
East Tremont;Construction and Manufacturing;2021;Number;2324,43518;206
East Tremont;Education;2021;Number;2292,76852;206
East Tremont;Health Care and Social Services;2021;Number;8659,29996;206
East Tremont;Hospitality, Accommodation, Restaurants;2021;Number;3518,06406;206
East Tremont;Information, Finance, Real Estate;2021;Number;2371,42442;206
East Tremont;Management and Professional Services;2021;Number;2971,048;206
East Tremont;Other Services;2021;Number;1843,81697;206
East Tremont;Public Administration;2021;Number;1060,8332;206
East Tremont;Retail;2021;Number;3928,19842;206
East Tremont;Transportation, Warehousing, Wholesale;2021;Number;3453,19848;206
Elmhurst/Corona;Construction and Manufacturing;2010;Number;11067;404
Elmhurst/Corona;Education;2010;Number;2435;404
Elmhurst/Corona;Health Care and Social Services;2010;Number;7670;404
Elmhurst/Corona;Hospitality, Accommodation, Restaurants;2010;Number;12240;404
Elmhurst/Corona;Information, Finance, Real Estate;2010;Number;5566;404
Elmhurst/Corona;Management and Professional Services;2010;Number;6055;404
Elmhurst/Corona;Other Services;2010;Number;5545;404
Elmhurst/Corona;Public Administration;2010;Number;1793;404
Elmhurst/Corona;Retail;2010;Number;7252;404
Elmhurst/Corona;Transportation, Warehousing, Wholesale;2010;Number;6393;404
Elmhurst/Corona;Construction and Manufacturing;2015;Number;9164;404
Elmhurst/Corona;Education;2015;Number;2472;404
Elmhurst/Corona;Health Care and Social Services;2015;Number;9460;404
Elmhurst/Corona;Hospitality, Accommodation, Restaurants;2015;Number;13223;404
Elmhurst/Corona;Information, Finance, Real Estate;2015;Number;4545;404
Elmhurst/Corona;Management and Professional Services;2015;Number;7208;404
Elmhurst/Corona;Other Services;2015;Number;6441;404
Elmhurst/Corona;Public Administration;2015;Number;1625;404
Elmhurst/Corona;Retail;2015;Number;8275;404
Elmhurst/Corona;Transportation, Warehousing, Wholesale;2015;Number;6750;404
Elmhurst/Corona;Construction and Manufacturing;2020;Number;9980;404
Elmhurst/Corona;Education;2020;Number;2777;404
Elmhurst/Corona;Health Care and Social Services;2020;Number;9631;404
Elmhurst/Corona;Hospitality, Accommodation, Restaurants;2020;Number;13757;404
Elmhurst/Corona;Information, Finance, Real Estate;2020;Number;4859;404
Elmhurst/Corona;Management and Professional Services;2020;Number;6908;404
Elmhurst/Corona;Other Services;2020;Number;5660;404
Elmhurst/Corona;Public Administration;2020;Number;1907;404
Elmhurst/Corona;Retail;2020;Number;7259;404
Elmhurst/Corona;Transportation, Warehousing, Wholesale;2020;Number;6985;404
Elmhurst/Corona;Construction and Manufacturing;2021;Number;11299;404
Elmhurst/Corona;Education;2021;Number;2907;404
Elmhurst/Corona;Health Care and Social Services;2021;Number;10285;404
Elmhurst/Corona;Hospitality, Accommodation, Restaurants;2021;Number;14314;404
Elmhurst/Corona;Information, Finance, Real Estate;2021;Number;5293;404
Elmhurst/Corona;Management and Professional Services;2021;Number;7428;404
Elmhurst/Corona;Other Services;2021;Number;5605;404
Elmhurst/Corona;Public Administration;2021;Number;1715;404
Elmhurst/Corona;Retail;2021;Number;7534;404
Elmhurst/Corona;Transportation, Warehousing, Wholesale;2021;Number;7000;404
Flatbush/Midwood;Construction and Manufacturing;2010;Number;5906;314
Flatbush/Midwood;Education;2010;Number;6733;314
Flatbush/Midwood;Health Care and Social Services;2010;Number;14953;314
Flatbush/Midwood;Hospitality, Accommodation, Restaurants;2010;Number;4878;314
Flatbush/Midwood;Information, Finance, Real Estate;2010;Number;8001;314
Flatbush/Midwood;Management and Professional Services;2010;Number;7749;314
Flatbush/Midwood;Other Services;2010;Number;3981;314
Flatbush/Midwood;Public Administration;2010;Number;2426;314
Flatbush/Midwood;Retail;2010;Number;6724;314
Flatbush/Midwood;Transportation, Warehousing, Wholesale;2010;Number;6374;314
Flatbush/Midwood;Construction and Manufacturing;2015;Number;5894;314
Flatbush/Midwood;Education;2015;Number;8044;314
Flatbush/Midwood;Health Care and Social Services;2015;Number;15805;314
Flatbush/Midwood;Hospitality, Accommodation, Restaurants;2015;Number;6081;314
Flatbush/Midwood;Information, Finance, Real Estate;2015;Number;7637;314
Flatbush/Midwood;Management and Professional Services;2015;Number;8012;314
Flatbush/Midwood;Other Services;2015;Number;3526;314
Flatbush/Midwood;Public Administration;2015;Number;2416;314
Flatbush/Midwood;Retail;2015;Number;6803;314
Flatbush/Midwood;Transportation, Warehousing, Wholesale;2015;Number;6653;314
Flatbush/Midwood;Construction and Manufacturing;2020;Number;5319;314
Flatbush/Midwood;Education;2020;Number;8523;314
Flatbush/Midwood;Health Care and Social Services;2020;Number;16073;314
Flatbush/Midwood;Hospitality, Accommodation, Restaurants;2020;Number;6724;314
Flatbush/Midwood;Information, Finance, Real Estate;2020;Number;8324;314
Flatbush/Midwood;Management and Professional Services;2020;Number;8756;314
Flatbush/Midwood;Other Services;2020;Number;3547;314
Flatbush/Midwood;Public Administration;2020;Number;2973;314
Flatbush/Midwood;Retail;2020;Number;7005;314
Flatbush/Midwood;Transportation, Warehousing, Wholesale;2020;Number;7035;314
Flatbush/Midwood;Construction and Manufacturing;2021;Number;5996;314
Flatbush/Midwood;Education;2021;Number;8722;314
Flatbush/Midwood;Health Care and Social Services;2021;Number;17190;314
Flatbush/Midwood;Hospitality, Accommodation, Restaurants;2021;Number;7043;314
Flatbush/Midwood;Information, Finance, Real Estate;2021;Number;8283;314
Flatbush/Midwood;Management and Professional Services;2021;Number;9098;314
Flatbush/Midwood;Other Services;2021;Number;3742;314
Flatbush/Midwood;Public Administration;2021;Number;3109;314
Flatbush/Midwood;Retail;2021;Number;7099;314
Flatbush/Midwood;Transportation, Warehousing, Wholesale;2021;Number;7281;314
Flushing;Construction and Manufacturing;2010;Number;14161;407
Flushing;Education;2010;Number;8952;407
Flushing;Health Care and Social Services;2010;Number;13722;407
Flushing;Hospitality, Accommodation, Restaurants;2010;Number;14457;407
Flushing;Information, Finance, Real Estate;2010;Number;14685;407
Flushing;Management and Professional Services;2010;Number;10592;407
Flushing;Other Services;2010;Number;11459;407
Flushing;Public Administration;2010;Number;3878;407
Flushing;Retail;2010;Number;12652;407
Flushing;Transportation, Warehousing, Wholesale;2010;Number;13358;407
Flushing;Construction and Manufacturing;2015;Number;12610;407
Flushing;Education;2015;Number;8013;407
Flushing;Health Care and Social Services;2015;Number;14682;407
Flushing;Hospitality, Accommodation, Restaurants;2015;Number;15664;407
Flushing;Information, Finance, Real Estate;2015;Number;12160;407
Flushing;Management and Professional Services;2015;Number;10999;407
Flushing;Other Services;2015;Number;11418;407
Flushing;Public Administration;2015;Number;3377;407
Flushing;Retail;2015;Number;13035;407
Flushing;Transportation, Warehousing, Wholesale;2015;Number;11377;407
Flushing;Construction and Manufacturing;2020;Number;12380;407
Flushing;Education;2020;Number;7544;407
Flushing;Health Care and Social Services;2020;Number;17297;407
Flushing;Hospitality, Accommodation, Restaurants;2020;Number;14606;407
Flushing;Information, Finance, Real Estate;2020;Number;11363;407
Flushing;Management and Professional Services;2020;Number;11483;407
Flushing;Other Services;2020;Number;10475;407
Flushing;Public Administration;2020;Number;3598;407
Flushing;Retail;2020;Number;11696;407
Flushing;Transportation, Warehousing, Wholesale;2020;Number;10456;407
Flushing;Construction and Manufacturing;2021;Number;13272;407
Flushing;Education;2021;Number;7778;407
Flushing;Health Care and Social Services;2021;Number;19085;407
Flushing;Hospitality, Accommodation, Restaurants;2021;Number;14365;407
Flushing;Information, Finance, Real Estate;2021;Number;11416;407
Flushing;Management and Professional Services;2021;Number;12466;407
Flushing;Other Services;2021;Number;10596;407
Flushing;Public Administration;2021;Number;3722;407
Flushing;Retail;2021;Number;11823;407
Flushing;Transportation, Warehousing, Wholesale;2021;Number;10265;407
Fort Greene/Brooklyn Hts;Construction and Manufacturing;2010;Number;3230;302
Fort Greene/Brooklyn Hts;Education;2010;Number;7736;302
Fort Greene/Brooklyn Hts;Health Care and Social Services;2010;Number;7249;302
Fort Greene/Brooklyn Hts;Hospitality, Accommodation, Restaurants;2010;Number;5975;302
Fort Greene/Brooklyn Hts;Information, Finance, Real Estate;2010;Number;11837;302
Fort Greene/Brooklyn Hts;Management and Professional Services;2010;Number;12428;302
Fort Greene/Brooklyn Hts;Other Services;2010;Number;2530;302
Fort Greene/Brooklyn Hts;Public Administration;2010;Number;3366;302
Fort Greene/Brooklyn Hts;Retail;2010;Number;3970;302
Fort Greene/Brooklyn Hts;Transportation, Warehousing, Wholesale;2010;Number;3218;302
Fort Greene/Brooklyn Hts;Construction and Manufacturing;2015;Number;3919;302
Fort Greene/Brooklyn Hts;Education;2015;Number;7666;302
Fort Greene/Brooklyn Hts;Health Care and Social Services;2015;Number;8121;302
