Location;Age Group;TimeFrame;DataFormat;Data;Fips
;;;;;
Crown Heights North;Children Under 18 Years;2015;Number;25778;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2015;Number;14737;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2016;Number;98053;308
;;;;;
Crown Heights North;Children Under 18 Years;2016;Number;24235;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2016;Number;12500;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2017;Number;101991;308
;;;;;
Crown Heights North;Children Under 18 Years;2017;Number;29065;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2017;Number;10669;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2018;Number;96982;308
;;;;;
Crown Heights North;Children Under 18 Years;2018;Number;27705;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2018;Number;11680;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2019;Number;95039;308
;;;;;
Crown Heights North;Children Under 18 Years;2019;Number;21898;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2019;Number;11390;308
;;;;;
Crown Heights North;Children Under 18 Years;2021;Number;25697;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2021;Number;9482;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2021;Number;103435;308
;;;;;
Crown Heights North;Children Under 18 Years;2022;Number;20768;308
;;;;;
Crown Heights North;Youth 18 to 24 Years;2022;Number;5087;308
;;;;;
Crown Heights North;Adults 25 Years and Older;2022;Number;81564;308
;;;;;
Crown Heights South;Adults 25 Years and Older;2005;Number;66460;309
;;;;;
Crown Heights South;Children Under 18 Years;2005;Number;30459;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2005;Number;11081;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2006;Number;68598;309
;;;;;
Crown Heights South;Children Under 18 Years;2006;Number;27603;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2006;Number;14132;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2007;Number;74020;309
;;;;;
Crown Heights South;Children Under 18 Years;2007;Number;25534;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2007;Number;12498;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2008;Number;72232;309
;;;;;
Crown Heights South;Children Under 18 Years;2008;Number;25604;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2008;Number;13997;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2009;Number;67689;309
;;;;;
Crown Heights South;Children Under 18 Years;2009;Number;29230;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2009;Number;12251;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2010;Number;70211;309
;;;;;
Crown Heights South;Children Under 18 Years;2010;Number;25220;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2010;Number;11988;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2011;Number;74418;309
;;;;;
Crown Heights South;Children Under 18 Years;2011;Number;27847;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2011;Number;11682;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2012;Number;71858;309
;;;;;
Crown Heights South;Children Under 18 Years;2012;Number;27950;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2012;Number;13677;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2013;Number;71392;309
;;;;;
Crown Heights South;Children Under 18 Years;2013;Number;21962;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2013;Number;10468;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2014;Number;73025;309
;;;;;
Crown Heights South;Children Under 18 Years;2014;Number;23806;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2014;Number;12506;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2015;Number;79533;309
;;;;;
Crown Heights South;Children Under 18 Years;2015;Number;24848;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2015;Number;10711;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2016;Number;78008;309
;;;;;
Crown Heights South;Children Under 18 Years;2016;Number;24954;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2016;Number;7420;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2017;Number;79586;309
;;;;;
Crown Heights South;Children Under 18 Years;2017;Number;24618;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2017;Number;9008;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2018;Number;80823;309
;;;;;
Crown Heights South;Children Under 18 Years;2018;Number;21466;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2018;Number;9159;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2019;Number;78275;309
;;;;;
Crown Heights South;Children Under 18 Years;2019;Number;19952;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2019;Number;8031;309
;;;;;
Crown Heights South;Children Under 18 Years;2021;Number;20112;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2021;Number;8861;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2021;Number;80994;309
;;;;;
Crown Heights South;Children Under 18 Years;2022;Number;22110;309
;;;;;
Crown Heights South;Youth 18 to 24 Years;2022;Number;6198;309
;;;;;
Crown Heights South;Adults 25 Years and Older;2022;Number;65801;309
;;;;;
East Flatbush;Adults 25 Years and Older;2005;Number;94301;317
;;;;;
East Flatbush;Children Under 18 Years;2005;Number;36318;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2005;Number;12773;317
;;;;;
East Flatbush;Adults 25 Years and Older;2006;Number;93611;317
;;;;;
East Flatbush;Children Under 18 Years;2006;Number;38977;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2006;Number;14802;317
;;;;;
East Flatbush;Adults 25 Years and Older;2007;Number;87912;317
;;;;;
East Flatbush;Children Under 18 Years;2007;Number;33315;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2007;Number;14422;317
;;;;;
East Flatbush;Adults 25 Years and Older;2008;Number;96076;317
;;;;;
East Flatbush;Children Under 18 Years;2008;Number;35325;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2008;Number;15616;317
;;;;;
East Flatbush;Adults 25 Years and Older;2009;Number;104531;317
;;;;;
East Flatbush;Children Under 18 Years;2009;Number;32756;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2009;Number;13894;317
;;;;;
East Flatbush;Adults 25 Years and Older;2010;Number;91686;317
;;;;;
East Flatbush;Children Under 18 Years;2010;Number;33581;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2010;Number;15018;317
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
East Flatbush;Adults 25 Years and Older;2011;Number;90257;317
;;;;;
East Flatbush;Children Under 18 Years;2011;Number;28884;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2011;Number;12133;317
;;;;;
East Flatbush;Adults 25 Years and Older;2012;Number;94578;317
;;;;;
East Flatbush;Children Under 18 Years;2012;Number;32268;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2012;Number;14127;317
;;;;;
East Flatbush;Adults 25 Years and Older;2013;Number;89719;317
;;;;;
East Flatbush;Children Under 18 Years;2013;Number;28885;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2013;Number;13960;317
;;;;;
East Flatbush;Adults 25 Years and Older;2014;Number;95700;317
;;;;;
East Flatbush;Children Under 18 Years;2014;Number;28982;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2014;Number;12844;317
;;;;;
East Flatbush;Adults 25 Years and Older;2015;Number;98979;317
;;;;;
East Flatbush;Children Under 18 Years;2015;Number;30920;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2015;Number;13129;317
;;;;;
East Flatbush;Adults 25 Years and Older;2016;Number;96040;317
;;;;;
East Flatbush;Children Under 18 Years;2016;Number;36160;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2016;Number;13660;317
;;;;;
East Flatbush;Adults 25 Years and Older;2017;Number;97984;317
;;;;;
East Flatbush;Children Under 18 Years;2017;Number;29028;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2017;Number;13075;317
;;;;;
East Flatbush;Adults 25 Years and Older;2018;Number;98371;317
;;;;;
East Flatbush;Children Under 18 Years;2018;Number;25662;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2018;Number;11898;317
;;;;;
East Flatbush;Adults 25 Years and Older;2019;Number;95392;317
;;;;;
East Flatbush;Children Under 18 Years;2019;Number;28793;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2019;Number;11824;317
;;;;;
East Flatbush;Children Under 18 Years;2021;Number;27888;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2021;Number;11320;317
;;;;;
East Flatbush;Adults 25 Years and Older;2021;Number;99925;317
;;;;;
East Flatbush;Children Under 18 Years;2022;Number;30810;317
;;;;;
East Flatbush;Youth 18 to 24 Years;2022;Number;13971;317
;;;;;
East Flatbush;Adults 25 Years and Older;2022;Number;115839;317
;;;;;
East Harlem;Adults 25 Years and Older;2005;Number;69333;111
;;;;;
East Harlem;Children Under 18 Years;2005;Number;29867;111
;;;;;
East Harlem;Youth 18 to 24 Years;2005;Number;10572;111
;;;;;
East Harlem;Adults 25 Years and Older;2006;Number;85074;111
;;;;;
East Harlem;Children Under 18 Years;2006;Number;37124;111
;;;;;
East Harlem;Youth 18 to 24 Years;2006;Number;12089;111
;;;;;
East Harlem;Adults 25 Years and Older;2007;Number;80020;111
;;;;;
East Harlem;Children Under 18 Years;2007;Number;29759;111
;;;;;
East Harlem;Youth 18 to 24 Years;2007;Number;11678;111
;;;;;
East Harlem;Adults 25 Years and Older;2008;Number;83072;111
;;;;;
East Harlem;Children Under 18 Years;2008;Number;31698;111
;;;;;
East Harlem;Youth 18 to 24 Years;2008;Number;11839;111
;;;;;
East Harlem;Adults 25 Years and Older;2009;Number;74062;111
;;;;;
East Harlem;Children Under 18 Years;2009;Number;24668;111
;;;;;
East Harlem;Youth 18 to 24 Years;2009;Number;14598;111
;;;;;
East Harlem;Adults 25 Years and Older;2010;Number;75026;111
;;;;;
East Harlem;Children Under 18 Years;2010;Number;23445;111
;;;;;
East Harlem;Youth 18 to 24 Years;2010;Number;16054;111
;;;;;
East Harlem;Adults 25 Years and Older;2011;Number;81432;111
;;;;;
East Harlem;Children Under 18 Years;2011;Number;25631;111
;;;;;
East Harlem;Youth 18 to 24 Years;2011;Number;16323;111
;;;;;
East Harlem;Adults 25 Years and Older;2012;Number;79686;111
;;;;;
East Harlem;Children Under 18 Years;2012;Number;27645;111
;;;;;
East Harlem;Youth 18 to 24 Years;2012;Number;15207;111
;;;;;
East Harlem;Adults 25 Years and Older;2013;Number;79447;111
;;;;;
East Harlem;Children Under 18 Years;2013;Number;24119;111
;;;;;
East Harlem;Youth 18 to 24 Years;2013;Number;10745;111
;;;;;
East Harlem;Adults 25 Years and Older;2014;Number;87020;111
;;;;;
East Harlem;Children Under 18 Years;2014;Number;26299;111
;;;;;
East Harlem;Youth 18 to 24 Years;2014;Number;16394;111
;;;;;
East Harlem;Adults 25 Years and Older;2015;Number;82815;111
;;;;;
East Harlem;Children Under 18 Years;2015;Number;26462;111
;;;;;
East Harlem;Youth 18 to 24 Years;2015;Number;13157;111
;;;;;
East Harlem;Adults 25 Years and Older;2016;Number;91028;111
;;;;;
East Harlem;Children Under 18 Years;2016;Number;28356;111
;;;;;
East Harlem;Youth 18 to 24 Years;2016;Number;14895;111
;;;;;
East Harlem;Adults 25 Years and Older;2017;Number;89881;111
;;;;;
East Harlem;Children Under 18 Years;2017;Number;25295;111
;;;;;
East Harlem;Youth 18 to 24 Years;2017;Number;13140;111
;;;;;
East Harlem;Adults 25 Years and Older;2018;Number;83920;111
;;;;;
East Harlem;Children Under 18 Years;2018;Number;17860;111
;;;;;
East Harlem;Youth 18 to 24 Years;2018;Number;9020;111
;;;;;
East Harlem;Adults 25 Years and Older;2019;Number;79234;111
;;;;;
East Harlem;Children Under 18 Years;2019;Number;19836;111
;;;;;
East Harlem;Youth 18 to 24 Years;2019;Number;12382;111
;;;;;
East Harlem;Children Under 18 Years;2021;Number;25772;111
;;;;;
East Harlem;Youth 18 to 24 Years;2021;Number;9018;111
;;;;;
East Harlem;Adults 25 Years and Older;2021;Number;88792;111
;;;;;
East Harlem;Children Under 18 Years;2022;Number;26709;111
;;;;;
East Harlem;Youth 18 to 24 Years;2022;Number;12173;111
;;;;;
East Harlem;Adults 25 Years and Older;2022;Number;89435;111
;;;;;
East New York;Adults 25 Years and Older;2005;Number;85520;305
;;;;;
East New York;Children Under 18 Years;2005;Number;44029;305
;;;;;
East New York;Youth 18 to 24 Years;2005;Number;13994;305
;;;;;
East New York;Adults 25 Years and Older;2006;Number;90889;305
;;;;;
East New York;Children Under 18 Years;2006;Number;51405;305
;;;;;
East New York;Youth 18 to 24 Years;2006;Number;18770;305
;;;;;
East New York;Adults 25 Years and Older;2007;Number;93904;305
;;;;;
East New York;Children Under 18 Years;2007;Number;47402;305
;;;;;
East New York;Youth 18 to 24 Years;2007;Number;17405;305
;;;;;
East New York;Adults 25 Years and Older;2008;Number;92436;305
;;;;;
East New York;Children Under 18 Years;2008;Number;46657;305
;;;;;
East New York;Youth 18 to 24 Years;2008;Number;17762;305
;;;;;
East New York;Adults 25 Years and Older;2009;Number;99796;305
;;;;;
East New York;Children Under 18 Years;2009;Number;46013;305
;;;;;
East New York;Youth 18 to 24 Years;2009;Number;18004;305
;;;;;
East New York;Adults 25 Years and Older;2010;Number;85467;305
;;;;;
East New York;Children Under 18 Years;2010;Number;42808;305
;;;;;
East New York;Youth 18 to 24 Years;2010;Number;18339;305
;;;;;
East New York;Adults 25 Years and Older;2011;Number;86307;305
;;;;;
East New York;Children Under 18 Years;2011;Number;41419;305
;;;;;
East New York;Youth 18 to 24 Years;2011;Number;18804;305
;;;;;
East New York;Adults 25 Years and Older;2012;Number;94281;305
;;;;;
East New York;Children Under 18 Years;2012;Number;43648;305
;;;;;
East New York;Youth 18 to 24 Years;2012;Number;19903;305
;;;;;
East New York;Adults 25 Years and Older;2013;Number;96367;305
;;;;;
East New York;Children Under 18 Years;2013;Number;43128;305
;;;;;
East New York;Youth 18 to 24 Years;2013;Number;18688;305
;;;;;
East New York;Adults 25 Years and Older;2014;Number;99130;305
;;;;;
East New York;Children Under 18 Years;2014;Number;39315;305
;;;;;
East New York;Youth 18 to 24 Years;2014;Number;17418;305
;;;;;
East New York;Adults 25 Years and Older;2015;Number;99848;305
;;;;;
East New York;Children Under 18 Years;2015;Number;41201;305
;;;;;
East New York;Youth 18 to 24 Years;2015;Number;17707;305
;;;;;
East New York;Adults 25 Years and Older;2016;Number;105230;305
;;;;;
East New York;Children Under 18 Years;2016;Number;41304;305
;;;;;
East New York;Youth 18 to 24 Years;2016;Number;14235;305
;;;;;
East New York;Adults 25 Years and Older;2017;Number;109885;305
;;;;;
East New York;Children Under 18 Years;2017;Number;47855;305
;;;;;
East New York;Youth 18 to 24 Years;2017;Number;18731;305
;;;;;
East New York;Adults 25 Years and Older;2018;Number;110198;305
;;;;;
East New York;Children Under 18 Years;2018;Number;44559;305
;;;;;
East New York;Youth 18 to 24 Years;2018;Number;16413;305
;;;;;
East New York;Adults 25 Years and Older;2019;Number;114853;305
;;;;;
East New York;Children Under 18 Years;2019;Number;48148;305
;;;;;
East New York;Youth 18 to 24 Years;2019;Number;17810;305
;;;;;
East New York;Children Under 18 Years;2021;Number;51128;305
;;;;;
East New York;Youth 18 to 24 Years;2021;Number;14891;305
;;;;;
East New York;Adults 25 Years and Older;2021;Number;112906;305
;;;;;
East New York;Children Under 18 Years;2022;Number;49869;305
;;;;;
East New York;Youth 18 to 24 Years;2022;Number;17680;305
;;;;;
East New York;Adults 25 Years and Older;2022;Number;133279;305
;;;;;
East Tremont;Adults 25 Years and Older;2005;Number;37704.78008;206
;;;;;
East Tremont;Children Under 18 Years;2005;Number;25889.02892;206
;;;;;
East Tremont;Youth 18 to 24 Years;2005;Number;8247.63334;206
;;;;;
East Tremont;Adults 25 Years and Older;2006;Number;41780.586;206
;;;;;
East Tremont;Children Under 18 Years;2006;Number;28641.98555;206
;;;;;
East Tremont;Youth 18 to 24 Years;2006;Number;9740.05251;206
;;;;;
East Tremont;Adults 25 Years and Older;2007;Number;42890.9622;206
;;;;;
East Tremont;Children Under 18 Years;2007;Number;26293.03424;206
;;;;;
East Tremont;Youth 18 to 24 Years;2007;Number;9736.98799;206
;;;;;
East Tremont;Adults 25 Years and Older;2008;Number;41197.30651;206
;;;;;
East Tremont;Children Under 18 Years;2008;Number;25031.47526;206
;;;;;
East Tremont;Youth 18 to 24 Years;2008;Number;11876.53072;206
;;;;;
East Tremont;Adults 25 Years and Older;2009;Number;41799.48385;206
;;;;;
East Tremont;Children Under 18 Years;2009;Number;24474.24415;206
;;;;;
East Tremont;Youth 18 to 24 Years;2009;Number;10298.81587;206
;;;;;
East Tremont;Adults 25 Years and Older;2010;Number;44374.69857;206
;;;;;
East Tremont;Children Under 18 Years;2010;Number;25910.48053;206
;;;;;
East Tremont;Youth 18 to 24 Years;2010;Number;11767.74042;206
;;;;;
East Tremont;Adults 25 Years and Older;2011;Number;47508.16591;206
;;;;;
East Tremont;Children Under 18 Years;2011;Number;26867.63094;206
;;;;;
East Tremont;Youth 18 to 24 Years;2011;Number;13702.47135;206
;;;;;
East Tremont;Adults 25 Years and Older;2012;Number;47202.73584;206
;;;;;
East Tremont;Children Under 18 Years;2012;Number;27425.3728;206
;;;;;
East Tremont;Youth 18 to 24 Years;2012;Number;10579.72982;206
;;;;;
East Tremont;Adults 25 Years and Older;2013;Number;50537.95046;206
;;;;;
East Tremont;Children Under 18 Years;2013;Number;24544.21726;206
;;;;;
East Tremont;Youth 18 to 24 Years;2013;Number;11105.29427;206
;;;;;
East Tremont;Adults 25 Years and Older;2014;Number;50297.89673;206
;;;;;
East Tremont;Children Under 18 Years;2014;Number;25154.05589;206
;;;;;
East Tremont;Youth 18 to 24 Years;2014;Number;12523.6543;206
;;;;;
East Tremont;Adults 25 Years and Older;2015;Number;52610.005;206
;;;;;
East Tremont;Children Under 18 Years;2015;Number;25922.519;206
;;;;;
East Tremont;Youth 18 to 24 Years;2015;Number;11518.962;206
;;;;;
East Tremont;Adults 25 Years and Older;2016;Number;52776.1693;206
;;;;;
East Tremont;Children Under 18 Years;2016;Number;24412.003;206
;;;;;
East Tremont;Youth 18 to 24 Years;2016;Number;12103.9677;206
;;;;;
East Tremont;Adults 25 Years and Older;2017;Number;58397.41181;206
;;;;;
East Tremont;Children Under 18 Years;2017;Number;25771.04506;206
;;;;;
East Tremont;Youth 18 to 24 Years;2017;Number;11891.34255;206
;;;;;
East Tremont;Adults 25 Years and Older;2018;Number;53730.15435;206
;;;;;
East Tremont;Children Under 18 Years;2018;Number;24363.92158;206
;;;;;
East Tremont;Youth 18 to 24 Years;2018;Number;11520.53615;206
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
East Tremont;Adults 25 Years and Older;2019;Number;52396.57926;206
;;;;;
East Tremont;Children Under 18 Years;2019;Number;24351.66352;206
;;;;;
East Tremont;Youth 18 to 24 Years;2019;Number;11576.20818;206
;;;;;
East Tremont;Children Under 18 Years;2021;Number;23250;206
;;;;;
East Tremont;Youth 18 to 24 Years;2021;Number;10725;206
;;;;;
East Tremont;Adults 25 Years and Older;2021;Number;55678;206
;;;;;
East Tremont;Children Under 18 Years;2022;Number;23233;206
;;;;;
East Tremont;Youth 18 to 24 Years;2022;Number;9622;206
;;;;;
East Tremont;Adults 25 Years and Older;2022;Number;50653;206
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2005;Number;98331;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2005;Number;27589;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2005;Number;13502;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2006;Number;94548;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2006;Number;30928;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2006;Number;13117;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2007;Number;94046;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2007;Number;31538;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2007;Number;14598;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2008;Number;98661;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2008;Number;30456;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2008;Number;14289;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2009;Number;95813;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2009;Number;37578;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2009;Number;14213;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2010;Number;92796;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2010;Number;28106;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2010;Number;15615;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2011;Number;97674;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2011;Number;27398;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2011;Number;12807;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2012;Number;97943;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2012;Number;29190;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2012;Number;13458;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2013;Number;105408;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2013;Number;32344;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2013;Number;12767;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2014;Number;103075;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2014;Number;35858;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2014;Number;15807;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2015;Number;87893;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2015;Number;29573;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2015;Number;12140;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2016;Number;97144;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2016;Number;33265;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2016;Number;10758;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2017;Number;104090;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2017;Number;30747;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2017;Number;11464;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2018;Number;101485;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2018;Number;35525;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2018;Number;13121;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2019;Number;108435;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2019;Number;34745;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2019;Number;12894;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2021;Number;29400;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2021;Number;9543;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2021;Number;98421;404
;;;;;
Elmhurst/Corona;Children Under 18 Years;2022;Number;35622;404
;;;;;
Elmhurst/Corona;Youth 18 to 24 Years;2022;Number;11753;404
;;;;;
Elmhurst/Corona;Adults 25 Years and Older;2022;Number;113159;404
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2005;Number;97502;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2005;Number;43882;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2005;Number;15301;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2006;Number;102619;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2006;Number;44575;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2006;Number;15905;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2007;Number;97465;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2007;Number;46119;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2007;Number;17199;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2008;Number;108808;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2008;Number;44360;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2008;Number;19424;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2009;Number;102947;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2009;Number;43036;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2009;Number;17315;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2010;Number;103363;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2010;Number;41360;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2010;Number;17992;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2011;Number;101506;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2011;Number;43696;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2011;Number;17558;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2012;Number;97588;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2012;Number;35144;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2012;Number;15466;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2013;Number;104493;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2013;Number;36885;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2013;Number;15789;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2014;Number;117350;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2014;Number;45883;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2014;Number;17490;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2015;Number;107821;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2015;Number;40678;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2015;Number;14960;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2016;Number;102622;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2016;Number;44698;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2016;Number;16300;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2017;Number;100220;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2017;Number;36276;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2017;Number;14211;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2018;Number;104494;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2018;Number;34701;314
;;;;;
Flatbush/Midwood;Youth 18 to 24 Years;2018;Number;15638;314
;;;;;
Flatbush/Midwood;Adults 25 Years and Older;2019;Number;102917;314
;;;;;
Flatbush/Midwood;Children Under 18 Years;2019;Number;43610;314
;;;;;
